Roll no,exam score
EXA010803,73
EXA010804,81
EXA010805,68
EXA010806,64
EXA010807,71
EXA010808,66
EXA010809,54
EXA010810,83
EXA010811,71
EXA010812,71
EXA010813,53
EXA010814,53
EXA010815,64
EXA010816,59
EXA010817,80
EXA010818,52
EXA010819,70
EXA010820,80
EXA010821,74
EXA010822,76
EXA010823,69
EXA010824,69
EXA010825,77
EXA010826,65
EXA010827,62
EXA010828,61
EXA010829,82
EXA010830,72
EXA010831,67
EXA010832,69
EXA010833,64
EXA010834,62
EXA010835,73
EXA010836,68
EXA010837,58
EXA010838,54
EXA010839,57
EXA010840,64
EXA010841,73
EXA010842,72
EXA010843,77
EXA010844,73
EXA010845,82
EXA010846,69
EXA010847,70
EXA010848,60
EXA010849,64
EXA010850,72
EXA010851,72
EXA010852,73
EXA010853,62
EXA010854,62
EXA010855,73
EXA010856,67
EXA010857,73
EXA010858,64
EXA010859,70
EXA010860,72
EXA010861,73
EXA010862,60
EXA010863,67
EXA010864,68
EXA010865,83
EXA010866,81
EXA010867,70
EXA010868,87
EXA010869,80
EXA010870,68
EXA010871,72
EXA010872,70
EXA010873,63
EXA010874,69
EXA010875,62
EXA010876,83
EXA010877,70
EXA010878,81
EXA010879,70
EXA010880,69
EXA010881,70
EXA010882,57
EXA010883,77
EXA010884,72
EXA010885,62
EXA010886,63
EXA010887,67
EXA010888,75
EXA010889,73
EXA010890,54
EXA010891,56
EXA010892,77
EXA010893,73
EXA010894,85
EXA010895,59
EXA010896,67
EXA010897,73
EXA010898,69
EXA010899,60
EXA010900,73
EXA010901,70
EXA010902,66
EXA010903,71
EXA010904,77
EXA010905,81
EXA010906,59
EXA010907,64
EXA010908,72
EXA010909,53
EXA010910,80
EXA010911,66
EXA010912,77
EXA010913,68
EXA010914,69
EXA010915,64
EXA010916,54
EXA010917,77
EXA010918,54
EXA010919,66
EXA010920,63
EXA010921,52
EXA010922,78
EXA010923,83
EXA010924,66
EXA010925,88
EXA010926,53
EXA010927,81
EXA010928,50
EXA010929,74
EXA010930,75
EXA010931,77
EXA010932,80
EXA010933,69
EXA010934,71
EXA010935,66
EXA010936,69
EXA010937,83
EXA010938,83
EXA010939,69
EXA010940,73
EXA010941,68
EXA010942,81
EXA010943,85
EXA010944,74
EXA010945,75
EXA010946,81
EXA010947,70
EXA010948,67
EXA010949,70
EXA010950,55
EXA010951,63
EXA010952,77
EXA010953,78
EXA010954,64
EXA010955,83
EXA010956,68
EXA010957,74
EXA010958,53
EXA010959,69
EXA010960,55
EXA010961,70
EXA010962,62
EXA010963,87
EXA010964,64
EXA010965,75
EXA010966,75
EXA010967,70
EXA010968,81
EXA010969,68
EXA010970,87
EXA010971,75
EXA010972,68
EXA010973,69
EXA010974,77
EXA010975,80
EXA010976,77
EXA010977,70
EXA010978,60
EXA010979,71
EXA010980,44
EXA010981,80
EXA010982,78
EXA010983,69
EXA010984,73
EXA010985,70
EXA010986,83
EXA010987,60
EXA010988,73
EXA010989,80
EXA010990,60
EXA010991,61
EXA010992,64
EXA010993,72
EXA010994,73
EXA010995,70
EXA010996,67
EXA010997,72
EXA010998,76
EXA010999,75
EXA011000,65
EXA011001,59
EXA011002,73
EXA011003,63
EXA011004,70
EXA011005,73
EXA011006,62
EXA011007,76
EXA011008,69
EXA011009,75
EXA011010,63
EXA011011,70
EXA011012,78
EXA011013,73
EXA011014,59
EXA011015,68
EXA011016,73
EXA011017,67
EXA011018,69
EXA011019,47
EXA011020,47
EXA011021,67
EXA011022,63
EXA011023,72
EXA011024,63
EXA011025,88
EXA011026,81
EXA011027,74
EXA011028,66
EXA011029,70
EXA011030,73
EXA011031,80
EXA011032,77
EXA011033,52
EXA011034,67
EXA011035,71
EXA011036,61
EXA011037,70
EXA011038,64
EXA011039,58
EXA011040,77
EXA011041,62
EXA011042,80
EXA011043,64
EXA011044,64
EXA011045,81
EXA011046,70
EXA011047,75
EXA011048,62
EXA011049,81
EXA011050,64
EXA011051,69
EXA011052,65
EXA011053,77
EXA011054,64
EXA011055,59
EXA011056,80
EXA011057,64
EXA011058,67
EXA011059,81
EXA011060,63
EXA011061,61
EXA011062,71
EXA011063,72
EXA011064,58
EXA011065,54
EXA011066,67
EXA011067,68
EXA011068,71
EXA011069,62
EXA011070,75
EXA011071,60
EXA011072,72
EXA011073,66
EXA011074,71
EXA011075,67
EXA011076,49
EXA011077,62
EXA011078,69
EXA011079,50
EXA011080,67
EXA011081,60
EXA011082,70
EXA011083,83
EXA011084,73
EXA011085,60
EXA011086,80
EXA011087,71
EXA011088,75
EXA011089,60
EXA011090,60
EXA011091,67
EXA011092,70
EXA011093,80
EXA011094,77
EXA011095,79
EXA011096,61
EXA011097,77
EXA011098,70
EXA011099,77
EXA011100,74
EXA011101,68
EXA011102,60
EXA011103,66
EXA011104,87
EXA011105,66
EXA011106,73
EXA011107,80
EXA011108,55
EXA011109,70
EXA011110,61
EXA011111,64
EXA011112,70
EXA011113,62
EXA011114,62
EXA011115,73
EXA011116,73
EXA011117,55
EXA011118,60
EXA011119,74
EXA011120,47
EXA011121,68
EXA011122,57
EXA011123,64
EXA011124,59
EXA011125,55
EXA011126,77
EXA011127,62
EXA011128,73
EXA011129,74
EXA011130,71
EXA011131,61
EXA011132,67
EXA011133,63
EXA011134,62
EXA011135,73
EXA011136,70
EXA011137,71
EXA011138,59
EXA011139,77
EXA011140,68
EXA011141,50
EXA011142,78
EXA011143,70
EXA011144,52
EXA011145,75
EXA011146,65
EXA011147,71
EXA011148,62
EXA011149,64
EXA011150,80
EXA011151,59
EXA011152,70
EXA011153,70
EXA011154,81
EXA011155,62
EXA011156,63
EXA011157,77
EXA011158,63
EXA011159,71
EXA011160,66
EXA011161,67
EXA011162,77
EXA011163,62
EXA011164,59
EXA011165,70
EXA011166,69
EXA011167,87
EXA011168,67
EXA011169,81
EXA011170,70
EXA011171,77
EXA011172,67
EXA011173,77
EXA011174,56
EXA011175,58
EXA011176,67
EXA011177,62
EXA011178,59
EXA011179,72
EXA011180,69
EXA011181,70
EXA011182,76
EXA011183,83
EXA011184,77
EXA011185,74
EXA011186,69
EXA011187,70
EXA011188,73
EXA011189,70
EXA011190,82
EXA011191,66
EXA011192,75
EXA011193,62
EXA011194,80
EXA011195,60
EXA011196,78
EXA011197,68
EXA011198,70
EXA011199,67
EXA011200,77
EXA011201,54
EXA011202,65
EXA011203,52
EXA011204,73
EXA011205,81
EXA011206,94
EXA011207,69
EXA011208,70
EXA011209,75
EXA011210,73
EXA011211,68
EXA011212,52
EXA011213,73
EXA011214,73
EXA011215,54
EXA011216,60
EXA011217,80
EXA011218,69
EXA011219,67
EXA011220,59
EXA011221,72
EXA011222,63
EXA011223,62
EXA011224,70
EXA011225,54
EXA011226,73
EXA011227,68
EXA011228,52
EXA011229,73
EXA011230,63
EXA011231,64
EXA011232,66
EXA011233,73
EXA011234,68
EXA011235,69
EXA011236,73
EXA011237,62
EXA011238,62
EXA011239,80
EXA011240,62
EXA011241,70
EXA011242,62
EXA011243,62
EXA011244,68
EXA011245,52
EXA011246,68
EXA011247,71
EXA011248,73
EXA011249,83
EXA011250,64
EXA011251,76
EXA011252,70
EXA011253,69
EXA011254,62
EXA011255,67
EXA011256,77
EXA011257,88
EXA011258,62
EXA011259,70
EXA011260,69
EXA011261,57
EXA011262,67
EXA011263,63
EXA011264,49
EXA011265,73
EXA011266,62
EXA011267,64
EXA011268,44
EXA011269,71
EXA011270,70
EXA011271,54
EXA011272,71
EXA011273,70
EXA011274,64
EXA011275,55
EXA011276,66
EXA011277,71
EXA011278,70
EXA011279,59
EXA011280,70
EXA011281,66
EXA011282,58
EXA011283,73
EXA011284,64
EXA011285,58
EXA011286,73
EXA011287,52
EXA011288,73
EXA011289,70
EXA011290,69
EXA011291,87
EXA011292,69
EXA011293,73
EXA011294,74
EXA011295,60
EXA011296,60
EXA011297,69
EXA011298,72
EXA011299,81
EXA011300,49
EXA011301,63
EXA011302,77
EXA011303,83
EXA011304,68
EXA011305,71
EXA011306,87
EXA011307,62
EXA011308,61
EXA011309,83
EXA011310,80
EXA011311,63
EXA011312,81
EXA011313,77
EXA011314,77
EXA011315,56
EXA011316,75
EXA011317,67
EXA011318,62
EXA011319,52
EXA011320,80
EXA011321,58
EXA011322,53
EXA011323,71
EXA011324,75
EXA011325,80
EXA011326,71
EXA011327,81
EXA011328,59
EXA011329,67
EXA011330,81
EXA011331,77
EXA011332,77
EXA011333,65
EXA011334,60
EXA011335,59
EXA011336,73
EXA011337,53
EXA011338,73
EXA011339,61
EXA011340,66
EXA011341,78
EXA011342,77
EXA011343,70
EXA011344,64
EXA011345,77
EXA011346,77
EXA011347,62
EXA011348,60
EXA011349,62
EXA011350,67
EXA011351,87
EXA011352,69
EXA011353,58
EXA011354,70
EXA011355,80
EXA011356,69
EXA011357,75
EXA011358,77
EXA011359,80
EXA011360,75
EXA011361,44
EXA011362,69
EXA011363,94
EXA011364,78
EXA011365,38
EXA011366,62
EXA011367,70
EXA011368,73
EXA011369,70
EXA011370,62
EXA011371,70
EXA011372,73
EXA011373,65
EXA011374,63
EXA011375,81
EXA011376,71
EXA011377,59
EXA011378,75
EXA011379,68
EXA011380,47
EXA011381,56
EXA011382,67
EXA011383,67
EXA011384,56
EXA011385,87
EXA011386,63
EXA011387,59
EXA011388,52
EXA011389,50
EXA011390,71
EXA011391,66
EXA011392,77
EXA011393,72
EXA011394,71
EXA011395,75
EXA011396,67
EXA011397,71
EXA011398,81
EXA011399,38
EXA011400,67
EXA011401,79
EXA011402,76
EXA011403,70
EXA011404,70
EXA011405,60
EXA011406,70
EXA011407,81
EXA011408,64
EXA011409,71
EXA011410,66
EXA011411,62
EXA011412,71
EXA011413,53
EXA011414,61
EXA011415,68
EXA011416,68
EXA011417,70
EXA011418,74
EXA011419,80
EXA011420,81
EXA011421,55
EXA011422,73
EXA011423,87
EXA011424,63
EXA011425,71
EXA011426,68
EXA011427,58
EXA011428,52
EXA011429,71
EXA011430,72
EXA011431,71
EXA011432,63
EXA011433,83
EXA011434,80
EXA011435,77
EXA011436,69
EXA011437,69
EXA011438,50
EXA011439,54
EXA011440,73
EXA011441,70
EXA011442,70
EXA011443,75
EXA011444,68
EXA011445,87
EXA011446,69
EXA011447,75
EXA011448,73
EXA011449,55
EXA011450,67
EXA011451,71
EXA011452,69
EXA011453,62
EXA011454,58
EXA011455,54
EXA011456,67
EXA011457,54
EXA011458,70
EXA011459,50
EXA011460,55
EXA011461,80
EXA011462,94
EXA011463,69
EXA011464,77
EXA011465,70
EXA011466,69
EXA011467,63
EXA011468,52
EXA011469,73
EXA011470,60
EXA011471,71
EXA011472,71
EXA011473,61
EXA011474,80
EXA011475,81
EXA011476,73
EXA011477,67
EXA011478,77
EXA011479,73
EXA011480,72
EXA011481,68
EXA011482,62
EXA011483,71
EXA011484,83
EXA011485,49
EXA011486,63
EXA011487,71
EXA011488,69
EXA011489,69
EXA011490,68
EXA011491,73
EXA011492,75
EXA011493,55
EXA011494,62
EXA011495,73
EXA011496,80
EXA011497,81
EXA011498,55
EXA011499,73
EXA011500,62
EXA011501,67
EXA011502,69
EXA011503,69
EXA011504,61
EXA011505,70
EXA011506,80
EXA011507,54
EXA011508,54
EXA011509,53
EXA011510,67
EXA011511,83
EXA011512,87
EXA011513,71
EXA011514,55
EXA011515,67
EXA011516,75
EXA011517,62
EXA011518,59
EXA011519,63
EXA011520,52
EXA011521,67
EXA011522,81
EXA011523,70
EXA011524,53
EXA011525,70
EXA011526,50
EXA011527,79
EXA011528,68
EXA011529,70
EXA011530,62
EXA011531,70
EXA011532,67
EXA011533,60
EXA011534,61
EXA011535,70
EXA011536,71
EXA011537,55
EXA011538,59
EXA011539,53
EXA011540,77
EXA011541,68
EXA011542,62
EXA011543,70
EXA011544,73
EXA011545,60
EXA011546,77
EXA011547,65
EXA011548,62
EXA011549,72
EXA011550,62
EXA011551,54
EXA011552,71
EXA011553,67
EXA011554,72
EXA011555,74
EXA011556,80
EXA011557,83
EXA011558,56
EXA011559,73
EXA011560,77
EXA011561,69
EXA011562,62
EXA011563,38
EXA011564,64
EXA011565,83
EXA011566,60
EXA011567,55
EXA011568,83
EXA011569,70
EXA011570,70
EXA011571,68
EXA011572,70
EXA011573,70
EXA011574,85
EXA011575,59
EXA011576,68
EXA011577,68
EXA011578,67
EXA011579,62
EXA011580,75
EXA011581,68
EXA011582,69
EXA011583,77
EXA011584,83
EXA011585,61
EXA011586,81
EXA011587,75
EXA011588,54
EXA011589,53
EXA011590,75
EXA011591,71
EXA011592,77
EXA011593,60
EXA011594,71
EXA011595,71
EXA011596,59
EXA011597,62
EXA011598,70
EXA011599,85
EXA011600,67
EXA011601,70
EXA011602,38
EXA011603,60
EXA011604,67
EXA011605,55
EXA011606,65
EXA011607,61
EXA011608,52
EXA011609,87
EXA011610,83
EXA011611,71
EXA011612,62
EXA011613,74
EXA011614,59
EXA011615,77
EXA011616,69
EXA011617,80
EXA011618,77
EXA011619,64
EXA011620,59
EXA011621,67
EXA011622,59
EXA011623,73
EXA011624,73
EXA011625,54
EXA011626,52
EXA011627,77
EXA011628,60
EXA011629,80
EXA011630,70
EXA011631,74
EXA011632,55
EXA011633,70
EXA011634,69
EXA011635,61
EXA011636,80
EXA011637,67
EXA011638,77
EXA011639,85
EXA011640,62
EXA011641,60
EXA011642,68
EXA011643,67
EXA011644,69
EXA011645,62
EXA011646,58
EXA011647,61
EXA011648,81
EXA011649,70
EXA011650,80
EXA011651,53
EXA011652,70
EXA011653,73
EXA011654,65
EXA011655,58
EXA011656,73
EXA011657,50
EXA011658,62
EXA011659,62
EXA011660,70
EXA011661,60
EXA011662,81
EXA011663,73
EXA011664,62
EXA011665,62
EXA011666,65
EXA011667,62
EXA011668,71
EXA011669,61
EXA011670,63
EXA011671,66
EXA011672,68
EXA011673,54
EXA011674,70
EXA011675,67
EXA011676,80
EXA011677,83
EXA011678,64
EXA011679,77
EXA011680,74
EXA011681,52
EXA011682,70
EXA011683,88
EXA011684,76
EXA011685,59
EXA011686,72
EXA011687,60
EXA011688,73
EXA011689,67
EXA011690,50
EXA011691,77
EXA011692,70
EXA011693,69
EXA011694,75
EXA011695,68
EXA011696,60
EXA011697,69
EXA011698,70
EXA011699,70
EXA011700,49
EXA011701,64
EXA011702,75
EXA011703,75
EXA011704,63
EXA011705,58
EXA011706,62
EXA011707,61
EXA011708,68
EXA011709,60
EXA011710,62
EXA011711,77
EXA011712,70
EXA011713,60
EXA011714,83
EXA011715,73
EXA011716,71
EXA011717,75
EXA011718,59
EXA011719,83
EXA011720,58
EXA011721,52
EXA011722,55
EXA011723,67
EXA011724,60
EXA011725,53
EXA011726,72
EXA011727,81
EXA011728,60
EXA011729,72
EXA011730,66
EXA011731,70
EXA011732,70
EXA011733,73
EXA011734,70
EXA011735,70
EXA011736,71
EXA011737,87
EXA011738,74
EXA011739,71
EXA011740,54
EXA011741,73
EXA011742,62
EXA011743,72
EXA011744,71
EXA011745,62
EXA011746,62
EXA011747,69
EXA011748,88
EXA011749,67
EXA011750,80
EXA011751,64
EXA011752,77
EXA011753,71
EXA011754,73
EXA011755,73
EXA011756,59
EXA011757,70
EXA011758,47
EXA011759,74
EXA011760,66
EXA011761,74
EXA011762,70
EXA011763,60
EXA011764,63
EXA011765,71
EXA011766,59
EXA011767,59
EXA011768,70
EXA011769,73
EXA011770,67
EXA011771,57
EXA011772,75
EXA011773,63
EXA011774,88
EXA011775,62
EXA011776,62
EXA011777,54
EXA011778,77
EXA011779,80
EXA011780,54
EXA011781,78
EXA011782,73
EXA011783,68
EXA011784,52
EXA011785,58
EXA011786,72
EXA011787,70
EXA011788,75
EXA011789,77
EXA011790,53
EXA011791,55
EXA011792,70
EXA011793,80
EXA011794,67
EXA011795,69
EXA011796,80
EXA011797,70
EXA011798,70
EXA011799,80
EXA011800,73
EXA011801,74
EXA011802,70
EXA011803,94
EXA011804,79
EXA011805,54
EXA011806,71
EXA011807,77
EXA011808,67
EXA011809,48
EXA011810,62
EXA011811,71
EXA011812,71
EXA011813,80
EXA011814,88
EXA011815,65
EXA011816,70
EXA011817,80
EXA011818,70
EXA011819,62
EXA011820,81
EXA011821,68
EXA011822,80
EXA011823,58
EXA011824,77
EXA011825,70
EXA011826,53
EXA011827,61
EXA011828,81
EXA011829,71
EXA011830,71
EXA011831,75
EXA011832,62
EXA011833,62
EXA011834,59
EXA011835,62
EXA011836,70
EXA011837,73
EXA011838,60
EXA011839,76
EXA011840,73
EXA011841,62
EXA011842,75
EXA011843,73
EXA011844,47
EXA011845,75
EXA011846,67
EXA011847,72
EXA011848,70
EXA011849,71
EXA011850,81
EXA011851,80
EXA011852,70
EXA011853,69
EXA011854,69
EXA011855,72
EXA011856,73
EXA011857,69
EXA011858,63
EXA011859,60
EXA011860,73
EXA011861,83
EXA011862,70
EXA011863,77
EXA011864,76
EXA011865,83
EXA011866,70
EXA011867,80
EXA011868,94
EXA011869,68
EXA011870,68
EXA011871,62
EXA011872,63
EXA011873,67
EXA011874,73
EXA011875,71
EXA011876,53
EXA011877,66
EXA011878,78
EXA011879,79
EXA011880,68
EXA011881,54
EXA011882,69
EXA011883,69
EXA011884,59
EXA011885,53
EXA011886,38
EXA011887,66
EXA011888,71
EXA011889,64
EXA011890,67
EXA011891,69
EXA011892,82
EXA011893,67
EXA011894,60
EXA011895,74
EXA011896,85
EXA011897,67
EXA011898,83
EXA011899,70
EXA011900,61
EXA011901,62
EXA011902,69
EXA011903,66
EXA011904,54
EXA011905,81
EXA011906,83
EXA011907,54
EXA011908,67
EXA011909,69
EXA011910,70
EXA011911,77
EXA011912,64
EXA011913,73
EXA011914,61
EXA011915,81
EXA011916,73
EXA011917,73
EXA011918,62
EXA011919,66
EXA011920,69
EXA011921,70
EXA011922,62
EXA011923,70
EXA011924,58
EXA011925,73
EXA011926,74
EXA011927,88
EXA011928,70
EXA011929,38
EXA011930,81
EXA011931,72
EXA011932,67
EXA011933,75
EXA011934,68
EXA011935,62
EXA011936,77
EXA011937,69
EXA011938,81
EXA011939,76
EXA011940,74
EXA011941,62
EXA011942,60
EXA011943,59
EXA011944,66
EXA011945,76
EXA011946,70
EXA011947,69
EXA011948,80
EXA011949,48
EXA011950,71
EXA011951,77
EXA011952,71
EXA011953,87
EXA011954,60
EXA011955,66
EXA011956,69
EXA011957,63
EXA011958,62
EXA011959,71
EXA011960,67
EXA011961,64
EXA011962,55
EXA011963,54
EXA011964,72
EXA011965,71
EXA011966,64
EXA011967,85
EXA011968,67
EXA011969,81
EXA011970,80
EXA011971,83
EXA011972,59
EXA011973,48
EXA011974,55
EXA011975,59
EXA011976,66
EXA011977,66
EXA011978,64
EXA011979,66
EXA011980,44
EXA011981,80
EXA011982,64
EXA011983,69
EXA011984,68
EXA011985,60
EXA011986,87
EXA011987,62
EXA011988,70
EXA011989,72
EXA011990,68
EXA011991,61
EXA011992,82
EXA011993,83
EXA011994,70
EXA011995,62
EXA011996,77
EXA011997,67
EXA011998,53
EXA011999,94
EXA012000,69
EXA012001,63
EXA012002,87
EXA012003,70
EXA012004,67
EXA012005,73
EXA012006,64
EXA012007,71
EXA012008,68
EXA012009,81
EXA012010,74
EXA012011,67
EXA012012,60
EXA012013,73
EXA012014,81
EXA012015,64
EXA012016,80
EXA012017,67
EXA012018,60
EXA012019,62
EXA012020,60
EXA012021,55
EXA012022,64
EXA012023,94
EXA012024,73
EXA012025,80
EXA012026,71
EXA012027,75
EXA012028,77
EXA012029,62
EXA012030,59
EXA012031,70
EXA012032,85
EXA012033,56
EXA012034,87
EXA012035,59
EXA012036,53
EXA012037,81
EXA012038,69
EXA012039,55
EXA012040,67
EXA012041,75
EXA012042,80
EXA012043,77
EXA012044,67
EXA012045,70
EXA012046,68
EXA012047,80
EXA012048,67
EXA012049,73
EXA012050,53
EXA012051,70
EXA012052,68
EXA012053,81
EXA012054,71
EXA012055,67
EXA012056,73
EXA012057,68
EXA012058,64
EXA012059,81
EXA012060,55
EXA012061,69
EXA012062,80
EXA012063,67
EXA012064,62
EXA012065,47
EXA012066,83
EXA012067,73
EXA012068,67
EXA012069,72
EXA012070,60
EXA012071,55
EXA012072,77
EXA012073,70
EXA012074,66
EXA012075,81
EXA012076,62
EXA012077,60
EXA012078,62
EXA012079,53
EXA012080,62
EXA012081,73
EXA012082,67
EXA012083,70
EXA012084,71
EXA012085,54
EXA012086,70
EXA012087,53
EXA012088,77
EXA012089,73
EXA012090,69
EXA012091,69
EXA012092,70
EXA012093,66
EXA012094,70
EXA012095,70
EXA012096,67
EXA012097,70
EXA012098,68
EXA012099,64
EXA012100,63
EXA012101,66
EXA012102,61
EXA012103,83
EXA012104,75
EXA012105,59
EXA012106,53
EXA012107,65
EXA012108,64
EXA012109,55
EXA012110,62
EXA012111,69
EXA012112,69
EXA012113,80
EXA012114,69
EXA012115,66
EXA012116,67
EXA012117,69
EXA012118,80
EXA012119,69
EXA012120,63
EXA012121,73
EXA012122,67
EXA012123,72
EXA012124,67
EXA012125,70
EXA012126,73
EXA012127,53
EXA012128,73
EXA012129,74
EXA012130,50
EXA012131,67
EXA012132,66
EXA012133,69
EXA012134,72
EXA012135,70
EXA012136,64
EXA012137,73
EXA012138,67
EXA012139,70
EXA012140,70
EXA012141,60
EXA012142,62
EXA012143,70
EXA012144,50
EXA012145,67
EXA012146,77
EXA012147,73
EXA012148,64
EXA012149,62
EXA012150,87
EXA012151,69
EXA012152,70
EXA012153,50
EXA012154,70
EXA012155,60
EXA012156,52
EXA012157,61
EXA012158,62
EXA012159,68
EXA012160,72
EXA012161,87
EXA012162,59
EXA012163,68
EXA012164,60
EXA012165,70
EXA012166,63
EXA012167,80
EXA012168,62
EXA012169,83
EXA012170,62
EXA012171,70
EXA012172,64
EXA012173,87
EXA012174,62
EXA012175,47
EXA012176,73
EXA012177,66
EXA012178,77
EXA012179,66
EXA012180,67
EXA012181,64
EXA012182,67
EXA012183,71
EXA012184,66
EXA012185,73
EXA012186,67
EXA012187,60
EXA012188,68
EXA012189,81
EXA012190,73
EXA012191,81
EXA012192,70
EXA012193,62
EXA012194,70
EXA012195,70
EXA012196,71
EXA012197,69
EXA012198,81
EXA012199,59
EXA012200,75
EXA012201,47
EXA012202,77
EXA012203,53
EXA012204,59
EXA012205,70
EXA012206,71
EXA012207,62
EXA012208,64
EXA012209,67
EXA012210,62
EXA012211,62
EXA012212,53
EXA012213,71
EXA012214,70
EXA012215,54
EXA012216,49
EXA012217,75
EXA012218,71
EXA012219,53
EXA012220,83
EXA012221,69
EXA012222,68
EXA012223,58
EXA012224,68
EXA012225,52
EXA012226,69
EXA012227,63
EXA012228,70
EXA012229,59
EXA012230,62
EXA012231,58
EXA012232,70
EXA012233,73
EXA012234,59
EXA012235,81
EXA012236,71
EXA012237,58
EXA012238,75
EXA012239,77
EXA012240,60
EXA012241,67
EXA012242,56
EXA012243,54
EXA012244,59
EXA012245,53
EXA012246,69
EXA012247,64
EXA012248,59
EXA012249,81
EXA012250,69
EXA012251,71
EXA012252,66
EXA012253,55
EXA012254,68
EXA012255,77
EXA012256,67
EXA012257,64
EXA012258,67
EXA012259,83
EXA012260,70
EXA012261,81
EXA012262,62
EXA012263,50
EXA012264,54
EXA012265,62
EXA012266,74
EXA012267,69
EXA012268,70
EXA012269,69
EXA012270,70
EXA012271,52
EXA012272,73
EXA012273,70
EXA012274,64
EXA012275,58
EXA012276,69
EXA012277,73
EXA012278,70
EXA012279,59
EXA012280,69
EXA012281,73
EXA012282,80
EXA012283,74
EXA012284,61
EXA012285,64
EXA012286,70
EXA012287,81
EXA012288,70
EXA012289,60
EXA012290,62
EXA012291,66
EXA012292,66
EXA012293,69
EXA012294,80
EXA012295,73
EXA012296,62
EXA012297,85
EXA012298,54
EXA012299,81
EXA012300,63
EXA012301,65
EXA012302,80
EXA012303,60
EXA012304,70
EXA012305,69
EXA012306,67
EXA012307,71
EXA012308,68
EXA012309,88
EXA012310,77
EXA012311,72
EXA012312,70
EXA012313,60
EXA012314,67
EXA012315,66
EXA012316,72
EXA012317,53
EXA012318,50
EXA012319,64
EXA012320,74
EXA012321,53
EXA012322,70
EXA012323,54
EXA012324,66
EXA012325,77
EXA012326,77
EXA012327,67
EXA012328,60
EXA012329,70
EXA012330,70
EXA012331,64
EXA012332,69
EXA012333,64
EXA012334,53
EXA012335,68
EXA012336,81
EXA012337,62
EXA012338,81
EXA012339,60
EXA012340,66
EXA012341,69
EXA012342,69
EXA012343,68
EXA012344,69
EXA012345,63
EXA012346,68
EXA012347,81
EXA012348,78
EXA012349,48
EXA012350,64
EXA012351,94
EXA012352,63
EXA012353,71
EXA012354,67
EXA012355,87
EXA012356,67
EXA012357,69
EXA012358,67
EXA012359,67
EXA012360,69
EXA012361,53
EXA012362,65
EXA012363,75
EXA012364,60
EXA012365,54
EXA012366,56
EXA012367,59
EXA012368,67
EXA012369,83
EXA012370,69
EXA012371,60
EXA012372,70
EXA012373,67
EXA012374,70
EXA012375,70
EXA012376,81
EXA012377,88
EXA012378,70
EXA012379,62
EXA012380,71
EXA012381,75
EXA012382,85
EXA012383,60
EXA012384,67
EXA012385,70
EXA012386,71
EXA012387,62
EXA012388,61
EXA012389,64
EXA012390,59
EXA012391,62
EXA012392,57
EXA012393,69
EXA012394,68
EXA012395,68
EXA012396,70
EXA012397,69
EXA012398,70
EXA012399,55
EXA012400,62
EXA012401,77
EXA012402,70
EXA012403,70
EXA012404,82
EXA012405,59
EXA012406,64
EXA012407,62
EXA012408,62
EXA012409,55
EXA012410,73
EXA012411,77
EXA012412,59
EXA012413,70
EXA012414,53
EXA012415,47
EXA012416,64
EXA012417,69
EXA012418,77
EXA012419,77
EXA012420,75
EXA012421,69
EXA012422,52
EXA012423,94
EXA012424,62
EXA012425,73
EXA012426,49
EXA012427,54
EXA012428,54
EXA012429,81
EXA012430,67
EXA012431,81
EXA012432,72
EXA012433,66
EXA012434,74
EXA012435,75
EXA012436,69
EXA012437,69
EXA012438,62
EXA012439,72
EXA012440,64
EXA012441,62
EXA012442,64
EXA012443,80
EXA012444,68
EXA012445,80
EXA012446,70
EXA012447,83
EXA012448,69
EXA012449,63
EXA012450,70
EXA012451,71
EXA012452,60
EXA012453,56
EXA012454,54
EXA012455,62
EXA012456,70
EXA012457,59
EXA012458,81
EXA012459,69
EXA012460,58
EXA012461,74
EXA012462,83
EXA012463,70
EXA012464,77
EXA012465,67
EXA012466,60
EXA012467,56
EXA012468,66
EXA012469,50
EXA012470,58
EXA012471,73
EXA012472,72
EXA012473,69
EXA012474,80
EXA012475,75
EXA012476,75
EXA012477,59
EXA012478,68
EXA012479,62
EXA012480,70
EXA012481,73
EXA012482,69
EXA012483,73
EXA012484,80
EXA012485,62
EXA012486,55
EXA012487,75
EXA012488,77
EXA012489,64
EXA012490,68
EXA012491,80
EXA012492,77
EXA012493,74
EXA012494,54
EXA012495,69
EXA012496,80
EXA012497,64
EXA012498,44
EXA012499,55
EXA012500,62
EXA012501,70
EXA012502,64
EXA012503,73
EXA012504,52
EXA012505,52
EXA012506,73
EXA012507,54
EXA012508,54
EXA012509,60
EXA012510,66
EXA012511,70
EXA012512,94
EXA012513,87
EXA012514,62
EXA012515,70
EXA012516,63
