Roll no,test preparation ,gender,parental level of education,lunch,Section,practical score,viva score,exam score
EXA005487,none,male,some college,free/reduced,Section D,72,56,99
EXA005488,completed,female,high school,standard,Section C,45,70,100
EXA005489,none,female,some college,standard,Section D,28,63,58
EXA005490,none,female,some high school,standard,Section E,83,66,68
EXA005491,none,male,associate's degree,standard,Section D,86,49,79
EXA005492,none,male,high school,standard,Section C,64,56,68
EXA005493,none,male,some high school,free/reduced,Section C,65,97,93
EXA005494,none,male,some college,free/reduced,Section D,69,56,48
EXA005495,none,female,high school,free/reduced,Section B,66,61,74
EXA005496,none,female,associate's degree,free/reduced,Section B,41,77,64
EXA005497,completed,female,bachelor's degree,free/reduced,Section C,67,74,72
EXA005498,completed,female,high school,free/reduced,Section B,57,61,70
EXA005499,completed,female,bachelor's degree,free/reduced,Section D,42,66,44
EXA005500,none,female,associate's degree,standard,Section B,75,92,75
EXA005501,none,male,associate's degree,standard,Section B,77,55,57
EXA005502,none,female,some college,standard,Section D,65,71,86
EXA005503,completed,female,high school,free/reduced,Section B,87,49,59
EXA005504,none,male,associate's degree,standard,Section D,72,62,70
EXA005505,none,male,some college,standard,Section B,71,77,38
EXA005506,none,male,some college,standard,Section B,60,77,69
EXA005507,none,male,bachelor's degree,standard,Section B,67,75,56
EXA005508,none,male,some college,free/reduced,Section B,54,68,40
EXA005509,none,female,associate's degree,standard,Section C,48,79,52
EXA005510,none,male,some college,standard,Section A,67,84,60
EXA005511,none,female,some high school,standard,Section B,58,58,70
EXA005512,none,male,some college,standard,Section C,80,67,60
EXA005513,none,male,some college,free/reduced,Section B,84,71,53
EXA005514,completed,male,high school,standard,Section A,48,67,57
EXA005515,none,male,associate's degree,standard,Section D,55,44,96
EXA005516,completed,female,some college,standard,Section C,69,66,50
EXA005517,none,female,some high school,standard,Section B,74,50,68
EXA005518,completed,female,master's degree,standard,Section B,62,86,79
EXA005519,completed,male,some college,standard,Section C,76,65,81
EXA005520,none,female,master's degree,standard,Section B,84,56,62
EXA005521,none,female,high school,standard,Section C,93,89,72
EXA005522,completed,male,high school,standard,Section E,56,52,84
EXA005523,none,male,some high school,standard,Section E,52,63,57
EXA005524,completed,male,some college,free/reduced,Section B,81,67,66
EXA005525,completed,male,bachelor's degree,standard,Section C,84,83,44
EXA005526,none,female,some high school,free/reduced,Section B,55,74,63
EXA005527,completed,female,bachelor's degree,free/reduced,Section C,54,68,71
EXA005528,none,female,some high school,free/reduced,Section C,46,91,71
EXA005529,none,male,some college,standard,Section E,48,58,80
EXA005530,none,female,high school,standard,Section D,79,71,66
EXA005531,completed,male,some high school,standard,Section D,66,73,81
EXA005532,completed,female,high school,free/reduced,Section C,56,59,82
EXA005533,none,male,high school,standard,Section E,60,71,60
EXA005534,none,female,high school,free/reduced,Section B,75,76,72
EXA005535,none,male,some college,free/reduced,Section C,79,74,64
EXA005536,none,male,high school,standard,Section C,41,97,61
EXA005537,completed,female,bachelor's degree,standard,Section C,35,87,53
EXA005538,completed,male,bachelor's degree,standard,Section D,54,68,59
EXA005539,completed,female,high school,standard,Section A,67,70,48
EXA005540,completed,female,associate's degree,free/reduced,Section C,85,69,90
EXA005541,none,male,bachelor's degree,free/reduced,Section E,92,46,57
EXA005542,none,female,associate's degree,standard,Section A,99,68,52
EXA005543,none,female,some college,standard,Section C,52,98,88
EXA005544,completed,male,high school,standard,Section C,73,72,45
EXA005545,none,female,some high school,standard,Section C,62,72,61
EXA005546,completed,female,bachelor's degree,free/reduced,Section E,75,61,68
EXA005547,completed,male,some college,free/reduced,Section C,90,78,76
EXA005548,none,female,bachelor's degree,free/reduced,Section E,54,91,71
EXA005549,completed,female,high school,standard,Section D,81,89,81
EXA005550,none,female,some college,standard,Section D,74,64,85
EXA005551,none,male,some college,standard,Section E,68,90,60
EXA005552,none,female,associate's degree,free/reduced,Section C,74,80,65
EXA005553,none,female,some college,free/reduced,Section C,51,95,72
EXA005554,none,male,bachelor's degree,free/reduced,Section C,68,72,62
EXA005555,completed,female,some college,free/reduced,Section D,69,42,69
EXA005556,none,male,bachelor's degree,free/reduced,Section C,100,72,72
EXA005557,none,female,associate's degree,free/reduced,Section B,53,87,71
EXA005558,none,female,associate's degree,free/reduced,Section C,72,48,95
EXA005559,none,male,some college,standard,Section E,50,86,85
EXA005560,none,male,some high school,standard,Section E,61,70,66
EXA005561,none,female,some college,free/reduced,Section D,65,61,76
EXA005562,none,female,bachelor's degree,standard,Section C,15,84,67
EXA005563,none,male,some college,free/reduced,Section C,64,76,47
EXA005564,none,male,high school,standard,Section C,77,86,62
EXA005565,completed,male,some high school,standard,Section D,61,61,93
EXA005566,none,female,master's degree,standard,Section D,49,56,65
EXA005567,none,male,associate's degree,standard,Section D,70,65,79
EXA005568,completed,male,some high school,standard,Section D,60,87,65
EXA005569,none,female,high school,standard,Section C,84,78,81
EXA005570,completed,male,some college,standard,Section D,51,90,96
EXA005571,none,male,high school,standard,Section E,74,78,88
EXA005572,none,male,high school,standard,Section C,64,78,63
EXA005573,completed,female,high school,standard,Section D,67,61,93
EXA005574,none,female,associate's degree,standard,Section D,76,73,79
EXA005575,none,female,high school,standard,Section A,70,59,99
EXA005576,none,male,some college,standard,Section C,85,83,66
EXA005577,none,male,some college,standard,Section C,53,66,41
EXA005578,none,male,some college,free/reduced,Section B,84,54,74
EXA005579,completed,female,bachelor's degree,free/reduced,Section D,55,80,79
EXA005580,none,male,bachelor's degree,standard,Section D,50,88,52
EXA005581,completed,male,some high school,standard,Section C,79,65,84
EXA005582,completed,male,some college,standard,Section E,81,90,66
EXA005583,none,female,bachelor's degree,free/reduced,Section A,89,66,64
EXA005584,completed,female,associate's degree,free/reduced,Section C,59,86,81
EXA005585,none,male,some high school,standard,Section C,82,74,78
EXA005586,none,male,bachelor's degree,standard,Section D,86,67,88
EXA005587,completed,male,high school,standard,Section C,41,60,62
EXA005588,none,male,associate's degree,standard,Section E,64,58,47
EXA005589,none,female,bachelor's degree,standard,Section C,68,86,69
EXA005590,none,female,high school,standard,Section A,74,63,84
EXA005591,none,female,high school,standard,Section D,44,62,78
EXA005592,completed,male,some college,standard,Section B,34,76,95
EXA005593,none,male,high school,free/reduced,Section A,45,48,78
EXA005594,none,male,high school,standard,Section B,83,60,71
EXA005595,completed,female,associate's degree,standard,Section C,55,86,59
EXA005596,completed,female,associate's degree,standard,Section B,61,58,63
EXA005597,none,male,some high school,standard,Section B,81,63,51
EXA005598,completed,female,high school,standard,Section A,45,56,81
EXA005599,none,male,master's degree,free/reduced,Section E,71,48,72
EXA005600,none,female,some high school,free/reduced,Section D,62,67,51
EXA005601,none,female,high school,standard,Section B,78,76,76
EXA005602,none,male,associate's degree,standard,Section C,76,69,94
EXA005603,completed,female,associate's degree,free/reduced,Section D,73,88,64
EXA005604,completed,male,some high school,free/reduced,Section D,82,67,89
EXA005605,completed,female,some high school,free/reduced,Section C,69,75,70
EXA005606,none,male,associate's degree,free/reduced,Section C,72,81,88
EXA005607,none,male,some college,free/reduced,Section C,72,92,68
EXA005608,none,female,some high school,standard,Section B,57,60,64
EXA005609,none,male,master's degree,standard,Section C,83,65,59
EXA005610,none,male,bachelor's degree,standard,Section D,68,53,56
EXA005611,none,male,master's degree,free/reduced,Section B,62,59,91
EXA005612,none,female,some high school,free/reduced,Section C,99,44,65
EXA005613,none,female,high school,standard,Section C,88,78,55
EXA005614,none,male,bachelor's degree,free/reduced,Section E,56,72,69
EXA005615,none,male,high school,free/reduced,Section E,68,83,46
EXA005616,none,female,associate's degree,standard,Section D,75,78,64
EXA005617,completed,female,high school,free/reduced,Section E,45,74,87
EXA005618,none,female,some high school,free/reduced,Section A,72,52,57
EXA005619,none,female,master's degree,standard,Section C,99,74,60
EXA005620,none,female,high school,free/reduced,Section C,76,35,56
EXA005621,completed,female,some high school,standard,Section D,64,72,48
EXA005622,none,male,associate's degree,standard,Section D,56,55,61
EXA005623,none,male,some college,standard,Section A,74,72,79
EXA005624,none,female,associate's degree,standard,Section D,97,64,66
EXA005625,completed,female,associate's degree,standard,Section D,83,76,82
EXA005626,completed,female,associate's degree,standard,Section D,55,47,70
EXA005627,none,female,some high school,standard,Section D,77,79,70
EXA005628,none,male,some high school,free/reduced,Section B,78,88,72
EXA005629,completed,male,associate's degree,standard,Section D,89,91,97
EXA005630,none,female,some high school,free/reduced,Section B,78,84,60
EXA005631,completed,female,associate's degree,standard,Section E,33,68,59
EXA005632,completed,male,bachelor's degree,standard,Section D,66,95,53
EXA005633,completed,male,some college,standard,Section C,87,70,51
EXA005634,none,male,associate's degree,free/reduced,Section B,50,77,36
EXA005635,none,male,some college,standard,Section C,79,85,77
EXA005636,completed,male,some high school,standard,Section C,70,48,76
EXA005637,none,female,high school,standard,Section B,47,76,70
EXA005638,none,female,some high school,standard,Section C,80,77,77
EXA005639,none,female,associate's degree,standard,Section A,91,62,73
EXA005640,none,female,high school,standard,Section C,78,52,48
EXA005641,none,male,high school,free/reduced,Section D,56,80,72
EXA005642,none,male,high school,standard,Section D,54,70,43
EXA005643,none,male,associate's degree,free/reduced,Section B,79,68,74
EXA005644,none,male,bachelor's degree,standard,Section C,93,78,50
EXA005645,completed,male,some high school,free/reduced,Section D,74,69,70
EXA005646,none,female,some college,standard,Section C,83,65,56
EXA005647,completed,male,bachelor's degree,standard,Section E,90,96,75
EXA005648,completed,male,some college,standard,Section E,62,49,46
EXA005649,completed,female,master's degree,standard,Section C,58,69,74
EXA005650,none,male,some high school,standard,Section C,73,69,85
EXA005651,completed,female,high school,standard,Section D,63,56,92
EXA005652,none,female,some high school,standard,Section D,89,75,86
EXA005653,none,male,some high school,standard,Section D,75,48,69
EXA005654,completed,male,associate's degree,free/reduced,Section D,51,67,100
EXA005655,none,male,high school,standard,Section C,58,76,64
EXA005656,none,female,high school,standard,Section E,92,75,86
EXA005657,none,female,associate's degree,free/reduced,Section D,39,89,85
EXA005658,none,male,associate's degree,standard,Section D,84,51,46
EXA005659,none,female,some college,standard,Section A,71,73,80
EXA005660,none,female,some high school,standard,Section E,85,81,77
EXA005661,completed,male,associate's degree,free/reduced,Section C,59,81,64
EXA005662,none,male,high school,free/reduced,Section E,71,37,58
EXA005663,none,female,associate's degree,standard,Section D,74,62,79
EXA005664,completed,female,master's degree,standard,Section C,62,76,67
EXA005665,completed,female,associate's degree,free/reduced,Section C,83,86,66
EXA005666,none,female,high school,free/reduced,Section A,74,89,84
EXA005667,none,male,some high school,free/reduced,Section D,64,70,76
EXA005668,completed,female,some college,standard,Section B,79,75,61
EXA005669,none,male,associate's degree,standard,Section E,24,51,98
